STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,10.2320525,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LDC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,20.919709,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Least developed countries: UN classification,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,25.3008407,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Low income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,17.3493652,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Lower middle income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,11.1683838,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan",Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,11.6491526,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,0.7317969,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North America,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,2.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Hungary,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,1.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iceland,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,0.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Indonesia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,7.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Iran, Islamic Rep.",Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,3.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ireland,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,1.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Israel,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JAM,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,23.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Jamaica,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,2.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sweden,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,1.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Switzerland,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,5.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tajikistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,24.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,THA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,0.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Thailand,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TGO,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,9.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Togo,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TTO,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,6.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Trinidad and Tobago,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,9.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tunisia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,14.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uganda,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,5.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ukraine,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,0.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Arab Emirates,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,3.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Kingdom,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,1.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United States,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,2.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,5.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,4.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ukraine,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,1.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Kingdom,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,0.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United States,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,2.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,6.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,1.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,4.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,3.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Philippines,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,0.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Poland,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,3.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Portugal,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,7.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Romania,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,0.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Russian Federation,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WSM,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,4.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Samoa,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,4.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Senegal,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,1.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sri Lanka,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KNA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,8.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,St. Kitts and Nevis,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SUR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,7.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Suriname,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,1.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sweden,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,0.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Switzerland,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,7.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tajikistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,25.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NZL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,3.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,New Zealand,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,7.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,21.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,6.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,1.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Norway,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,11.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Pakistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,1.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Czechia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
