STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2014,16.4689758,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2014,16.4689758,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,12.0775809,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Lower middle income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,7.9092615,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan",Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,8.0414661,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,0.777789,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North America,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,8.3952977,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Small states,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,13.5123284,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,13.5123284,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,8.3312474,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Small states,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,20.5368705,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,20.5368705,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,4.1619753,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Upper middle income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,10.4921392,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,World,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFG,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,22.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Afghanistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2020,7.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Albania,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2024,1.1390445,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North America,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2024,9.5800037,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Small states,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2024,17.9671671,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2024,17.9671671,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2024,2.7588053,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Upper middle income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2024,10.1426518,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,World,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,7.860396,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Small states,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,18.7235803,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,18.7235803,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,3.1950592,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Upper middle income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,9.0275381,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,World,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,8.2310632,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Small states,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,14.9669911,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,14.9669911,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,2.7541261,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Upper middle income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,7.404457,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,World,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,2.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,23.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,36.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,24.2432496,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,15.9937209,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAM,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,30.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Namibia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,9.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nepal,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,1.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Netherlands,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NZL,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,4.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,New Zealand,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,10.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,13.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,3.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,0.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kazakhstan,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,21.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kenya,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,0.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Korea, Rep.",Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,4.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kuwait,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,0.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kyrgyz Republic,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,0.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latvia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,1.5868177,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,1.4853255,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,2.062977,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (IDA & IBRD),Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HIC,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,1.2723809,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,High income,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBD,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,8.3454334,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IBRD only,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBT,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,10.3914657,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA & IBRD total,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDA,WB_WDI_SN_ITK_SVFI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2019,16.0902354,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA total,Prevalence of severe food insecurity in the population (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
